,price,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,semi-furnished,unfurnished
462,3080000,3,1,2,0,0,1,0,0,0,0,1,0
463,3080000,2,1,1,1,1,1,0,0,0,0,0,1
464,3080000,2,1,2,1,0,0,1,0,1,0,1,0
465,3045000,2,1,1,1,0,0,0,0,0,0,0,1
466,3010000,3,1,2,0,0,0,0,0,0,0,1,0
467,3010000,3,1,2,1,0,0,0,0,2,0,1,0
468,3010000,2,1,1,1,0,0,0,0,0,0,1,0
469,3010000,2,1,1,1,0,0,0,0,0,0,0,0
470,3010000,3,1,1,0,0,0,0,0,0,0,0,1
471,3010000,3,1,2,1,0,0,0,0,0,0,0,1
472,3010000,4,1,2,1,0,0,0,0,3,0,1,0
473,3003000,2,1,1,1,0,0,0,0,0,0,0,1
474,2975000,4,1,2,0,0,0,0,0,1,0,0,1
475,2961000,2,1,2,1,0,0,0,0,0,0,1,0
476,2940000,3,1,2,1,0,1,0,0,1,0,0,1
477,2940000,2,1,1,1,0,0,0,0,0,0,0,1
478,2940000,3,1,2,0,0,0,0,0,1,0,0,1
479,2940000,4,1,2,0,0,0,0,0,0,0,0,1
480,2940000,3,1,2,0,0,0,0,0,1,0,1,0
481,2940000,2,1,1,0,0,0,0,0,0,0,0,0
482,2940000,3,1,2,0,0,0,0,0,0,0,0,1
483,2940000,3,1,2,1,0,0,0,0,0,0,1,0
484,2870000,2,1,1,0,0,0,0,0,0,0,0,1
485,2870000,2,1,1,1,0,0,0,0,0,0,0,1
486,2870000,2,1,1,1,0,0,0,0,0,0,1,0
487,2870000,4,1,2,1,0,0,0,0,0,0,0,1
488,2852500,4,1,3,1,0,0,0,0,0,0,0,1
489,2835000,3,1,2,0,0,0,0,0,1,0,1,0
490,2835000,3,1,2,0,0,0,1,0,1,0,0,1
491,2835000,2,1,1,0,0,0,0,0,1,0,0,0
492,2800000,3,1,2,1,0,1,0,0,1,0,0,1
493,2800000,3,1,1,1,0,0,0,0,0,0,0,0
494,2730000,2,1,1,1,0,0,0,0,0,0,0,1
495,2730000,3,1,2,1,0,0,0,0,1,0,0,1
496,2695000,2,1,1,1,0,0,0,0,0,0,0,1
497,2660000,2,1,1,1,0,0,0,0,0,0,0,1
498,2660000,2,1,2,1,0,0,0,0,0,0,1,0
499,2660000,3,3,2,0,1,0,0,0,0,0,0,1
500,2660000,3,1,1,1,0,0,0,0,0,0,0,1
501,2660000,3,1,1,0,0,0,0,0,0,0,0,1
502,2660000,2,1,1,1,0,0,0,0,1,0,1,0
503,2660000,3,1,1,1,0,0,0,0,0,0,1,0
504,2653000,2,1,1,1,0,0,0,1,0,0,0,1
505,2653000,3,1,2,1,0,0,0,1,0,0,0,1
506,2604000,2,1,1,0,0,0,0,0,0,0,0,1
507,2590000,2,1,1,1,0,0,0,0,0,0,0,1
508,2590000,2,1,1,1,0,0,0,0,0,0,0,1
509,2590000,2,2,2,1,0,1,0,0,1,0,0,0
510,2520000,3,1,1,0,0,0,0,0,0,0,0,1
511,2520000,3,1,1,0,0,0,0,0,0,0,0,1
512,2520000,2,1,2,1,0,0,0,0,0,0,0,0
513,2485000,3,1,2,1,0,0,0,0,0,0,0,1
514,2485000,3,1,2,0,0,0,0,0,0,0,1,0
515,2450000,3,1,2,1,0,1,0,0,0,0,0,1
516,2450000,2,1,1,0,1,0,0,0,1,0,0,1
517,2450000,2,1,1,1,0,0,0,0,1,0,0,1
518,2450000,2,1,1,1,1,0,0,0,0,0,0,1
519,2450000,2,1,2,1,0,0,0,0,0,0,0,1
520,2450000,2,1,1,1,0,0,0,0,0,0,0,1
521,2408000,2,1,1,0,0,0,0,0,0,0,0,1
522,2380000,3,1,2,1,0,0,0,0,0,0,0,0
523,2380000,4,2,2,1,0,0,0,0,0,0,0,0
524,2380000,2,1,1,1,0,0,0,0,0,0,0,1
525,2345000,2,1,1,1,0,0,0,0,0,0,0,1
526,2310000,2,1,1,1,0,0,0,0,0,0,0,1
527,2275000,2,1,1,0,0,1,0,0,0,0,1,0
528,2275000,1,1,1,0,0,0,0,0,0,0,0,1
529,2275000,3,1,2,1,0,1,0,0,0,0,0,1
530,2240000,3,1,1,0,0,0,1,0,0,0,0,1
531,2233000,3,1,1,0,0,0,0,1,0,1,0,1
532,2135000,2,1,1,0,0,0,0,0,0,0,0,1
533,2100000,3,1,2,1,0,0,0,0,0,0,0,1
534,2100000,4,1,2,1,0,0,0,0,0,0,0,1
535,2100000,2,1,1,1,0,0,0,0,1,0,0,1
536,1960000,5,1,2,0,0,0,0,0,0,0,0,1
537,1890000,3,1,2,1,0,0,0,0,0,0,0,1
538,1890000,2,1,1,1,0,0,0,0,0,0,0,1
539,1855000,2,1,1,0,0,0,0,0,1,0,0,1
540,1820000,2,1,1,1,0,1,0,0,2,0,0,1
541,1767150,3,1,1,0,0,0,0,0,0,0,1,0
542,1750000,2,1,1,1,0,0,0,0,0,0,0,1
543,1750000,3,1,1,0,0,0,0,0,0,0,0,0
544,1750000,3,1,2,1,0,0,0,0,0,0,0,1
